Fiscal Year,Agency Name,Title Description,Base Salary,Pay Basis,Regular Hours,Regular Gross Paid,Total Other Pay
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$91000.00, per Annum,1541,$76813.87,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$179500.00, per Annum,1830,$186541.96,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$45865.00, per Annum,1829.52,$45360.35,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$146000.00, per Annum,1831,$146944.37,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$39195.00, per Annum,1830,$37381.75,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,CLERICAL ASSOCIATE                          ,$78909.00, per Annum,1830,$78057.44,$4424.50
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$48378.00, per Annum,1830,$45915.80,$41.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$71500.00, per Annum,1830,$71485.45,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$78000.00, per Annum,1831,$77353.51,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,PRINCIPAL ACCOUNTANT INVESTIGATOR                           ,$93182.00, per Annum,1831,$92500.43,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$38253.00, per Annum,1830,$37837.83,$1121.27
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$78703.00, per Annum,1830,$77853.63,$1176.20
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$38952.00, per Annum,1830,$38529.35,$3418.63
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$65500.00, per Annum,1830,$67735.26,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$62055.00, per Annum,1830,$59328.41,$64.61
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$36972.00, per Annum,1313,$24607.58,$16.50
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$82000.00, per Annum,1830,$81422.85,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1750.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$81500.00, per Annum,1831,$80696.75,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,INTERPRETER                                                 ,$54717.00, per Annum,1830,$58754.34,$33.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$147750.00, per Annum,1830,$146681.99,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,CLERICAL ASSOCIATE                          ,$49817.00, per Annum,1830,$49277.67,$4424.50
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$68500.00, per Annum,1830,$68348.13,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ADMINISTRATIVE EDUCATION ANALYST                            ,$144000.00, per Annum,1831,$142955.12,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$31595.00, per Annum,198.63,$1812.83,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,REPORTER/ STENOGRAPHER                                      ,$53986.00, per Annum,0,$930.67,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$82500.00, per Annum,1831,$81905.36,$2151.93
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$71500.00, per Annum,1831,$70888.08,$244.80
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$46436.00, per Annum,1830,$41602.93,$41.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,PHOTOGRAPHER                                                ,$54116.00, per Annum,1830,$54482.80,$2885.69
2016,DISTRICT ATTORNEY-MANHATTAN   ,SUPERVISOR ELECTRICIAN                                      ,$369.25, per Day,1781,$93150.58,$9475.34
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$156750.00, per Annum,1830,$154715.64,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,REPORTER/ STENOGRAPHER                                      ,$79095.00, per Annum,1830,$81432.15,$668.37
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$62500.00, per Annum,1488,$48955.09,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$80500.00, per Annum,1831,$78338.32,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$51201.00, per Annum,1402.13,$39420.12,$2003.07
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$72423.00, per Annum,1612.5,$63926.24,$182.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$89000.00, per Annum,1831,$88248.63,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$68500.00, per Annum,1831,$68790.21,$250.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$40376.00, per Annum,1621,$35060.28,$696.66
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$81000.00, per Annum,1831,$80351.38,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$63000.00, per Annum,1488,$47797.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,PAINTER                                                     ,$247.45, per Day,0,$445.90,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$500.00,$0.00
2016,POLICE DEPARTMENT,POLICE OFFICER,$42819.00,per Annum,2028.57,$39777.33,$3326.03
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$70000.00, per Annum,1390,$49535.60,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$78000.00, per Annum,1831,$77353.51,$2000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$45331.00, per Annum,1830,$44844.10,$44.35
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$99000.00, per Annum,1137,$60855.82,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$58781.00, per Annum,1460,$43844.78,$16.50
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$133750.00, per Annum,1831,$132713.72,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ADMINISTRATIVE PROJECT MANAGER                              ,$129042.00, per Annum,1831,$128076.83,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$79086.00, per Annum,762,$36655.96,$386.86
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$39236.00, per Annum,59.52,$3103.45,$19.02
2016,DISTRICT ATTORNEY-MANHATTAN   ,CARPENTER                                                   ,$349.16, per Day,1830,$106168.90,$2875.90
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$93000.00, per Annum,1830,$92391.10,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$84000.00, per Annum,1831,$83183.21,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,SENIOR ACCOUNTANT INVESTIGATOR                              ,$70000.00, per Annum,1830,$80903.65,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$42000.00, per Annum,1180,$24901.68,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,123,$718.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$80500.00, per Annum,1831,$79747.91,$2099.45
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$41296.00, per Annum,1830,$38194.49,$41.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSISTANT                                         ,$46750.00, per Annum,1830,$39782.51,$345.37
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$46817.00, per Annum,1830,$46016.79,$369.54
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$80000.00, per Annum,1831,$79250.71,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$56754.00, per Annum,1830,$56140.21,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,REPORTER/ STENOGRAPHER                                      ,$86381.00, per Annum,1830,$89504.66,$5476.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$80500.00, per Annum,1831,$80047.91,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$82116.00, per Annum,1830,$81229.99,$853.45
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$65500.00, per Annum,1830,$67275.99,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$82000.00, per Annum,1810,$76846.95,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$47997.00, per Annum,1790.65,$46239.99,$1522.61
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$82162.00, per Annum,1830,$80977.79,$201.28
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$65500.00, per Annum,1488,$50738.62,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$150750.00, per Annum,1421,$136148.38,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$80500.00, per Annum,1830,$80344.21,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$39841.00, per Annum,1830,$37903.15,$8.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$63000.00, per Annum,1488,$48757.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$91000.00, per Annum,1830,$90188.18,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$53842.00, per Annum,1830,$53259.45,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$45875.00, per Annum,1830,$35981.62,$8.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,REPORTER/ STENOGRAPHER                                      ,$78761.00, per Annum,1509.22,$71725.00,$433.89
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$63000.00, per Annum,1488,$48557.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$71000.00, per Annum,1831,$70950.88,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST               ,$92000.00, per Annum,1831,$91232.77,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$73747.00, per Annum,1830,$68142.82,$83.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$43299.00, per Annum,1828,$42299.44,$8.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$63823.00, per Annum,573.97,$22645.06,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$46817.00, per Annum,1830,$46314.16,$74.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,SPECIAL OFFICER                                             ,$31644.00, per Annum,549.93,$9828.65,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,CITY CUSTODIAL ASSISTANT                                    ,$34243.00, per Annum,1909.58,$30898.07,$1016.16
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$36625.00, per Annum,266.6,$7041.46,$73.37
2016,DISTRICT ATTORNEY-MANHATTAN   ,INTERPRETER                                                 ,$59143.00, per Annum,1830,$58507.78,$74.75
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$74500.00, per Annum,1830,$74569.57,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$52905.00, per Annum,1830,$52336.99,$2122.23
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSISTANT                                         ,$37118.00, per Annum,1830,$36719.41,$1123.40
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$48166.00, per Annum,1830,$47648.83,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$40288.00, per Annum,270.5,$7831.51,$8.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$80000.00, per Annum,1183,$47431.70,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$57541.00, per Annum,1830,$56918.74,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$38332.00, per Annum,1775,$36296.96,$761.06
2016,DISTRICT ATTORNEY-MANHATTAN   ,CITY CUSTODIAL ASSISTANT                                    ,$38453.00, per Annum,2091.42,$38035.85,$3285.80
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$78000.00, per Annum,1831,$77353.51,$250.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$40217.00, per Annum,1830,$39785.21,$179.27
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$165250.00, per Annum,1830,$164088.61,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$181250.00, per Annum,1830,$188282.62,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$98500.00, per Annum,1565,$79122.96,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$74591.00, per Annum,1830,$69828.68,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$54485.00, per Annum,300,$11469.28,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$74500.00, per Annum,1831,$73872.19,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,SECRETARY                                                   ,$64964.00, per Annum,1830,$64262.06,$4424.50
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSISTANT                                         ,$37259.00, per Annum,1830,$36854.70,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMPUTER OPERATIONS MANAGER                                 ,$145000.00, per Annum,1831,$138562.47,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$69500.00, per Annum,990,$41356.91,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$57742.00, per Annum,1812.25,$56290.18,$187.86
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$89000.00, per Annum,1831,$88248.63,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$148250.00, per Annum,1831,$147182.46,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$146000.00, per Annum,1830,$144755.03,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$82000.00, per Annum,1404,$60249.90,$2000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$173250.00, per Annum,1830,$178325.35,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$74500.00, per Annum,1488,$57689.58,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$42995.00, per Annum,204.55,$6808.23,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$44955.00, per Annum,1830,$42834.14,$10.75
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$65000.00, per Annum,1460,$48483.63,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$63461.00, per Annum,1830,$62193.47,$1328.11
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$68500.00, per Annum,1831,$69550.21,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$71500.00, per Annum,1830,$71125.45,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ADMINISTRATIVE STAFF ANALYST                                ,$123000.00, per Annum,1297,$92467.33,$917.23
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$48166.00, per Annum,1830,$47648.83,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,CLERICAL ASSOCIATE                          ,$38180.00, per Annum,1723.65,$35547.45,$8201.25
